Simulation,Nombre de faillites,Poids total
1,10000,50000000.0
2,10000,75000000.0
3,10000,112500000.0
4,10000,168750000.0
5,10000,253125000.0
6,10000,379687500.0
7,9998,569531250.0
8,9998,854296875.0
9,9991,1281445312.5
10,9956,1922167968.75
11,9701,2883251953.125
12,9064,4324877929.6875
13,8472,6487316894.53125
14,7855,9730975341.796875
15,7206,14596463012.695312
16,6431,21894694519.04297
17,5436,32842041778.564453
18,4219,49263062667.84668
19,2658,73894594001.77002
20,805,110841891002.65503
