Simulation,Nombre de faillites,Poids total
1,10000,50000000.0
2,10000,75000000.0
3,10000,112500000.0
4,10000,168750000.0
5,10000,253125000.0
6,10000,379687500.0
7,9998,569531250.0
8,9998,854296875.0
9,9988,1281445312.5
10,9937,1922167968.75
11,9627,2883251953.125
12,8963,4324877929.6875
13,8390,6487316894.53125
14,7726,9730975341.796875
15,7060,14596463012.695312
16,6327,21894694519.04297
17,5361,32842041778.564453
18,4166,49263062667.84668
19,2638,73894594001.77002
20,781,110841891002.65503
