Simulation,Nombre de faillites,Poids total
1,9894,50000000.0
2,9893,75000000.0
3,9890,112500000.0
4,9886,168750000.0
5,9882,253125000.0
6,9876,379687500.0
7,9867,569531250.0
8,9850,854296875.0
9,9819,1281445312.5
10,9759,1922167968.75
11,9461,2883251953.125
12,7860,4324877929.6875
13,6226,6487316894.53125
14,4632,9730975341.796875
15,3058,14596463012.695312
16,1615,21894694519.04297
17,600,32842041778.564453
18,110,49263062667.84668
19,2,73894594001.77002
20,0,110841891002.65503
