Simulation,Nombre de faillites,Poids total
1,9999,50000000.0
2,9999,75000000.0
3,9999,112500000.0
4,9992,168750000.0
5,9986,253125000.0
6,9976,379687500.0
7,9951,569531250.0
8,9833,854296875.0
9,9568,1281445312.5
10,9291,1922167968.75
11,8980,2883251953.125
12,8638,4324877929.6875
13,8232,6487316894.53125
14,7756,9730975341.796875
15,7182,14596463012.695312
16,6565,21894694519.04297
17,5830,32842041778.564453
18,4965,49263062667.84668
19,4032,73894594001.77002
20,2985,110841891002.65503
