Simulation,Nombre de faillites,Poids total
1,10000,50000000.0
2,10000,75000000.0
3,9999,112500000.0
4,9994,168750000.0
5,9991,253125000.0
6,9983,379687500.0
7,9968,569531250.0
8,9957,854296875.0
9,9898,1281445312.5
10,9785,1922167968.75
11,9483,2883251953.125
12,9028,4324877929.6875
13,8464,6487316894.53125
14,7881,9730975341.796875
15,7224,14596463012.695312
16,6460,21894694519.04297
17,5407,32842041778.564453
18,3796,49263062667.84668
19,18,73894594001.77002
20,0,110841891002.65503
