Simulation,Nombre de faillites,Poids total
1,9893,50000000.0
2,9892,75000000.0
3,9889,112500000.0
4,9885,168750000.0
5,9881,253125000.0
6,9874,379687500.0
7,9866,569531250.0
8,9850,854296875.0
9,9820,1281445312.5
10,9761,1922167968.75
11,9468,2883251953.125
12,7951,4324877929.6875
13,6232,6487316894.53125
14,4641,9730975341.796875
15,3068,14596463012.695312
16,1640,21894694519.04297
17,620,32842041778.564453
18,111,49263062667.84668
19,4,73894594001.77002
20,0,110841891002.65503
