Simulation,Nombre de faillites,Poids total
1,10000,50000000.0
2,10000,75000000.0
3,10000,112500000.0
4,10000,168750000.0
5,10000,253125000.0
6,10000,379687500.0
7,9998,569531250.0
8,9995,854296875.0
9,9989,1281445312.5
10,9942,1922167968.75
11,9717,2883251953.125
12,9123,4324877929.6875
13,8488,6487316894.53125
14,7870,9730975341.796875
15,7189,14596463012.695312
16,6431,21894694519.04297
17,5458,32842041778.564453
18,4234,49263062667.84668
19,2644,73894594001.77002
20,810,110841891002.65503
