Simulation,Nombre de faillites,Poids total
1,9898,50000000.0
2,9898,75000000.0
3,9898,112500000.0
4,9898,168750000.0
5,9898,253125000.0
6,9898,379687500.0
7,9898,569531250.0
8,9898,854296875.0
9,9898,1281445312.5
10,9898,1922167968.75
11,9897,2883251953.125
12,9898,4324877929.6875
13,9503,6487316894.53125
14,7535,9730975341.796875
15,6620,14596463012.695312
16,6519,21894694519.04297
17,6518,32842041778.564453
18,6518,49263062667.84668
19,6518,73894594001.77002
20,6518,110841891002.65503
