Simulation,Nombre de faillites,Poids total
1,10000,50000000.0
2,10000,75000000.0
3,10000,112500000.0
4,10000,168750000.0
5,10000,253125000.0
6,10000,379687500.0
7,9997,569531250.0
8,9994,854296875.0
9,9988,1281445312.5
10,9943,1922167968.75
11,9716,2883251953.125
12,9110,4324877929.6875
13,8485,6487316894.53125
14,7871,9730975341.796875
15,7184,14596463012.695312
16,6419,21894694519.04297
17,5451,32842041778.564453
18,4255,49263062667.84668
19,2653,73894594001.77002
20,826,110841891002.65503
