Simulation,Nombre de faillites,Poids total
1,9894,50000000.0
2,9893,75000000.0
3,9890,112500000.0
4,9886,168750000.0
5,9882,253125000.0
6,9875,379687500.0
7,9865,569531250.0
8,9852,854296875.0
9,9821,1281445312.5
10,9751,1922167968.75
11,9455,2883251953.125
12,7946,4324877929.6875
13,6222,6487316894.53125
14,4603,9730975341.796875
15,3034,14596463012.695312
16,1611,21894694519.04297
17,579,32842041778.564453
18,111,49263062667.84668
19,3,73894594001.77002
20,0,110841891002.65503
