Simulation,Nombre de faillites,Poids total
1,9893,50000000.0
2,9892,75000000.0
3,9889,112500000.0
4,9885,168750000.0
5,9879,253125000.0
6,9874,379687500.0
7,9865,569531250.0
8,9842,854296875.0
9,9811,1281445312.5
10,9712,1922167968.75
11,9381,2883251953.125
12,8357,4324877929.6875
13,7055,6487316894.53125
14,5622,9730975341.796875
15,3823,14596463012.695312
16,2005,21894694519.04297
17,654,32842041778.564453
18,114,49263062667.84668
19,2,73894594001.77002
20,0,110841891002.65503
