Simulation,Nombre de faillites,Poids total
1,9894,50000000.0
2,9893,75000000.0
3,9890,112500000.0
4,9886,168750000.0
5,9882,253125000.0
6,9876,379687500.0
7,9868,569531250.0
8,9856,854296875.0
9,9831,1281445312.5
10,9789,1922167968.75
11,9719,2883251953.125
12,8787,4324877929.6875
13,6681,6487316894.53125
14,4854,9730975341.796875
15,3285,14596463012.695312
16,1825,21894694519.04297
17,715,32842041778.564453
18,150,49263062667.84668
19,9,73894594001.77002
20,0,110841891002.65503
