Simulation,Nombre de faillites,Poids total
1,10000,50000000.0
2,9999,75000000.0
3,9997,112500000.0
4,9997,168750000.0
5,9994,253125000.0
6,9984,379687500.0
7,9959,569531250.0
8,9876,854296875.0
9,9627,1281445312.5
10,9335,1922167968.75
11,9031,2883251953.125
12,8669,4324877929.6875
13,8251,6487316894.53125
14,7734,9730975341.796875
15,7100,14596463012.695312
16,6384,21894694519.04297
17,5426,32842041778.564453
18,4204,49263062667.84668
19,2649,73894594001.77002
20,822,110841891002.65503
