Simulation,Nombre de faillites,Poids total
1,9987,50000000.0
2,9984,75000000.0
3,9973,112500000.0
4,9961,168750000.0
5,9932,253125000.0
6,9903,379687500.0
7,9868,569531250.0
8,9796,854296875.0
9,9701,1281445312.5
10,9511,1922167968.75
11,8840,2883251953.125
12,6826,4324877929.6875
13,5284,6487316894.53125
14,3901,9730975341.796875
15,2705,14596463012.695312
16,1723,21894694519.04297
17,982,32842041778.564453
18,481,49263062667.84668
19,210,73894594001.77002
20,59,110841891002.65503
